send,rec,strength,annotation
LSc.d.l,PL,9,
LSc.d.l,RSPagl,9,
LSc.d.l,PA,9,
LSc.d.l,LSv,9,
LSc.d.l,NIc,9,
LSc.d.l,NId,9,
LSc.d.l,PMd,9,
LSc.d.l,PH,9,
LSc.d.l,PRC,9,
LSc.d.l,LHAjp,6,
LSc.d.l,LHAs,9,
LSc.d.v,MOs,9,
LSc.d.v,ILA,9,
LSc.d.v,ACAd,9,
LSc.d.v,PL,9,
LSc.d.v,RSPagl,9,
LSc.d.v,PA,9,
LSc.d.v,LSv,9,
LSc.d.v,NIc,9,
LSc.d.v,NId,9,
LSc.d.v,PMd,9,
LSc.d.v,PH,9,
LSc.d.v,PRC,9,
LSc.d.v,LHAjp,6,
LSc.d.v,LHAs,6,
LSc.v.m.d,MOs,9,
LSc.v.m.d,ILA,9,
LSc.v.m.d,ACAd,9,
LSc.v.m.d,PL,9,
LSc.v.m.d,RSPagl,9,
LSc.v.m.d,PA,9,
LSc.v.m.d,LSv,9,
LSc.v.m.d,NIc,9,
LSc.v.m.d,NId,9,
LSc.v.m.d,PMd,9,
LSc.v.m.d,PH,9,
LSc.v.m.d,PRC,9,
LSc.v.m.d,LHAjp,4,
LSc.v.m.d,LHAs,6,
LSc.v.m.v,MOs,9,
LSc.v.m.v,ILA,9,
LSc.v.m.v,ACAd,9,
LSc.v.m.v,PL,9,
LSc.v.m.v,RSPagl,9,
LSc.v.m.v,PA,9,
LSc.v.m.v,LSv,9,
LSc.v.m.v,NIc,9,
LSc.v.m.v,NId,9,
LSc.v.m.v,PMd,9,
LSc.v.m.v,PH,9,
LSc.v.m.v,PRC,9,
LSc.v.m.v,LHAjp,6,
LSc.v.m.v,LHAs,6,
LSc.v.i,MOs,9,
LSc.v.i,ILA,9,
LSc.v.i,ACAd,9,
LSc.v.i,PL,9,
LSc.v.i,RSPagl,9,
LSc.v.i,PA,9,
LSc.v.i,LSv,9,
LSc.v.i,NIc,9,
LSc.v.i,NId,9,
LSc.v.i,PMd,9,
LSc.v.i,PH,12,
LSc.v.i,PRC,9,
LSc.v.i,LHAjp,2,
LSc.v.i,LHAs,6,
LSc.v.l.d,MOs,9,
LSc.v.l.d,ILA,9,
LSc.v.l.d,ACAd,9,
LSc.v.l.d,PL,9,
LSc.v.l.d,RSPagl,9,
LSc.v.l.d,PA,9,
LSc.v.l.d,LSv,9,
LSc.v.l.d,NIc,9,
LSc.v.l.d,NId,9,
LSc.v.l.d,PMd,9,
LSc.v.l.d,PH,12,
LSc.v.l.d,PRC,9,
LSc.v.l.d,LHAjp,4,
LSc.v.l.d,LHAs,6,
LSc.v.l.v,MOs,9,
LSc.v.l.v,ILA,9,
LSc.v.l.v,ACAd,9,
LSc.v.l.v,PL,9,
LSc.v.l.v,RSPagl,9,
LSc.v.l.v,PA,9,
LSc.v.l.v,LSv,9,
LSc.v.l.v,NIc,9,
LSc.v.l.v,NId,9,
LSc.v.l.v,PMd,9,
LSc.v.l.v,PH,12,
LSc.v.l.v,PRC,9,
LSc.v.l.v,LHAjp,4,
LSc.v.l.v,LHAs,6,
LSr.m.d,MOp,9,
LSr.m.d,MOs,9,
LSr.m.d,SSp,9,
LSr.m.d,SSs,9,
LSr.m.d,VISC,9,
LSr.m.d,ILA,9,
LSr.m.d,GU,9,
LSr.m.d,MOB,9,
LSr.m.d,AOB,9,
LSr.m.d,AON,9,
LSr.m.d,TTd,9,
LSr.m.d,TTv,9,
LSr.m.d,PIR,9,
LSr.m.d,TR,9,
LSr.m.d,PAA,9,
LSr.m.d,NLOT,9,
LSr.m.d,COAa,9,
LSr.m.d,COApl,9,
LSr.m.d,COApm,9,
LSr.m.d,AUDp,9,
LSr.m.d,AUDd,9,
LSr.m.d,AUDv,9,
LSr.m.d,VISlla,9,
LSr.m.d,VISal,9,
LSr.m.d,VISam,9,
LSr.m.d,VISli,9,
LSr.m.d,VISll,9,
LSr.m.d,VISlm,9,
LSr.m.d,VISpl,9,
LSr.m.d,VISp,9,
LSr.m.d,VISrl,9,
LSr.m.d,ACAd,9,
LSr.m.d,ACAv,9,
LSr.m.d,PL,9,
LSr.m.d,ORBl,9,
LSr.m.d,ORBm,9,
LSr.m.d,ORBv,9,
LSr.m.d,ORBvl,9,
LSr.m.d,AId,9,
LSr.m.d,AIv,9,
LSr.m.d,AIp,9,
LSr.m.d,RSPd,9,
LSr.m.d,RSPagl,9,
LSr.m.d,RSPv,9,
LSr.m.d,PTLp,9,
LSr.m.d,TEa,9,
LSr.m.d,ECT,9,
LSr.m.d,PERI,9,
LSr.m.d,ENTl,9,
LSr.m.d,ENTm,9,
LSr.m.d,ENTmv,9,
LSr.m.d,PRE,9,
LSr.m.d,POST,9,
LSr.m.d,PAR,9,
LSr.m.d,SUBd,9,
LSr.m.d,SUBv,9,
LSr.m.d,CA1,6,
LSr.m.d,CA2,9,
LSr.m.d,CA3,6,
LSr.m.d,DG,9,
LSr.m.d,IG,9,
LSr.m.d,FC,9,
LSr.m.d,CLA,9,
LSr.m.d,EPd,9,
LSr.m.d,EPv,9,
LSr.m.d,LA,9,
LSr.m.d,BLAa,9,
LSr.m.d,BLAp,9,
LSr.m.d,BMAa,9,
LSr.m.d,BMAp,9,
LSr.m.d,PA,9,
LSr.m.d,CP,9,
LSr.m.d,ACB,9,
LSr.m.d,FS,12,
LSr.m.d,OT1,9,
LSr.m.d,OT2,9,
LSr.m.d,OT3,9,
LSr.m.d,isl,9,
LSr.m.d,islm,9,
LSr.m.d,LSc.d.r,9,
LSr.m.d,LSc.d.d,9,
LSr.m.d,LSc.d.l,9,
LSr.m.d,LSc.d.v,9,
LSr.m.d,LSc.v.m.d,9,
LSr.m.d,LSc.v.m.v,9,
LSr.m.d,LSc.v.i,9,
LSr.m.d,LSc.v.l.d,9,
LSr.m.d,LSc.v.l.v,9,
LSr.m.d,LSr.m.v.r,9,
LSr.m.d,LSr.m.v.c,9,
LSr.m.d,LSr.vl.d.m,9,
LSr.m.d,LSr.vl.d.l,9,
LSr.m.d,LSr.vl.v,9,
LSr.m.d,LSr.dl.m.d,9,
LSr.m.d,LSr.dl.m.v,9,
LSr.m.d,LSr.dl.l.d,9,
LSr.m.d,LSr.dl.l.v,9,
LSr.m.d,LSv,9,
LSr.m.d,SF,12,
LSr.m.d,SH,9,
LSr.m.d,AAA,9,
LSr.m.d,CEAm,9,
LSr.m.d,CEAl,9,
LSr.m.d,CEAc,9,
LSr.m.d,MEAad,9,
LSr.m.d,MEAav,9,
LSr.m.d,MEApd-a,9,
LSr.m.d,MEApd-b,9,
LSr.m.d,MEApd-c,9,
LSr.m.d,MEApv,9,
LSr.m.d,BA,9,
LSr.m.d,IA,9,
LSr.m.d,SI,12,
LSr.m.d,MA,9,
LSr.m.d,MS,6,
LSr.m.d,NDB,12,
LSr.m.d,TRS,9,
LSr.m.d,BSTal,9,
LSr.m.d,BSTam,9,
LSr.m.d,BSTov,9,
LSr.m.d,BSTju,9,
LSr.m.d,BSTrh,9,
LSr.m.d,BSTdm,9,
LSr.m.d,BSTfu,9,
LSr.m.d,BSTv,9,
LSr.m.d,BSTmg,9,
LSr.m.d,BSTpr,9,
LSr.m.d,BSTif,9,
LSr.m.d,BSTtr,9,
LSr.m.d,BSTpm,9,
LSr.m.d,BSTd,9,
LSr.m.d,BSTse,9,
LSr.m.d,BSTsz,9,
LSr.m.d,BAC,9,
LSr.m.d,BSM,9,
LSr.m.d,LING,9,
LSr.m.d,CENT2,9,
LSr.m.d,CENT3,9,
LSr.m.d,CUL4,9,
LSr.m.d,CUL5,9,
LSr.m.d,DEC,9,
LSr.m.d,FOTU,9,
LSr.m.d,PYR,9,
LSr.m.d,UVU,9,
LSr.m.d,NOD,9,
LSr.m.d,SIM,9,
LSr.m.d,AN,9,
LSr.m.d,PRM,9,
LSr.m.d,COPY,9,
LSr.m.d,PFL,9,
LSr.m.d,FL,9,
LSr.m.d,FN,9,
LSr.m.d,IPp,9,
LSr.m.d,DNp,9,
LSr.m.d,VAL,9,
LSr.m.d,VM,9,
LSr.m.d,VPL,9,
LSr.m.d,VPLpc,9,
LSr.m.d,VPM,9,
LSr.m.d,VPMpc,9,
LSr.m.d,SPFm,9,
LSr.m.d,PP,9,
LSr.m.d,MGd,9,
LSr.m.d,MGv,9,
LSr.m.d,MGm,9,
LSr.m.d,LGd,9,
LSr.m.d,LP,9,
LSr.m.d,PO,9,
LSr.m.d,SGN,9,
LSr.m.d,POL,9,
LSr.m.d,AV,9,
LSr.m.d,AMd,9,
LSr.m.d,AMv,9,
LSr.m.d,AD,9,
LSr.m.d,IAD,9,
LSr.m.d,LD,9,
LSr.m.d,MDm,9,
LSr.m.d,MDc,9,
LSr.m.d,MDl,9,
LSr.m.d,IMD,9,
LSr.m.d,SMT,9,
LSr.m.d,PR,9,
LSr.m.d,PVT,9,
LSr.m.d,PT,9,
LSr.m.d,REa,9,
LSr.m.d,RECc,9,
LSr.m.d,RECd,9,
LSr.m.d,RECm,9,
LSr.m.d,RH,9,
LSr.m.d,CM,9,
LSr.m.d,CL,9,
LSr.m.d,PF,9,
LSr.m.d,RT,12,
LSr.m.d,SCzo,9,
LSr.m.d,SCsg,9,
LSr.m.d,SCop,9,
LSr.m.d,PBG,9,
LSr.m.d,MEV,9,
LSr.m.d,PSV,9,
LSr.m.d,SPVOvl,9,
LSr.m.d,SPVOrdm,9,
LSr.m.d,SPVOmdmd,9,
LSr.m.d,SPVOcdm,9,
LSr.m.d,SPVI,9,
LSr.m.d,SPVC,9,
LSr.m.d,PAT,9,
LSr.m.d,GR,9,
LSr.m.d,GRm,9,
LSr.m.d,CU,9,
LSr.m.d,z,9,
LSr.m.d,ECU,9,
LSr.m.d,MZ,9,
LSr.m.d,SGE,9,
LSr.m.d,NP,9,
LSr.m.d,RS,9,
LSr.m.d,BN,9,
LSr.m.d,LCN,9,
LSr.m.d,LSN,9,
LSr.m.d,IH,9,
LSr.m.d,CEC,9,
LSr.m.d,DSN,9,
LSr.m.d,DSNc,9,
LSr.m.d,DCO,9,
LSr.m.d,VCOa,9,
LSr.m.d,VCOp,9,
LSr.m.d,CNspg,9,
LSr.m.d,IAN,9,
LSr.m.d,NTB,9,
LSr.m.d,SOCm,9,
LSr.m.d,SOCl,9,
LSr.m.d,POR,9,
LSr.m.d,ICe,9,
LSr.m.d,ICd,9,
LSr.m.d,ICc,9,
LSr.m.d,NB,9,
LSr.m.d,SAG,9,
LSr.m.d,NTSm,9,
LSr.m.d,NTSce,9,
LSr.m.d,NTSco,9,
LSr.m.d,NTSge,9,
LSr.m.d,NTSl,9,
LSr.m.d,PBlc,9,
LSr.m.d,PBld,9,
LSr.m.d,PBle,9,
LSr.m.d,PBlex,9,
LSr.m.d,PBli,9,
LSr.m.d,PBls,9,
LSr.m.d,PBlv,9,
LSr.m.d,KF,9,
LSr.m.d,PBmm,9,
LSr.m.d,PBme,9,
LSr.m.d,PBmv,9,
LSr.m.d,OV,9,
LSr.m.d,SFO,9,
LSr.m.d,AP,9,
LSr.m.d,SCHd,9,
LSr.m.d,SCHv,9,
LSr.m.d,SBPV,9,
LSr.m.d,TMd,9,
LSr.m.d,TMv,9,
LSr.m.d,SUMm,9,
LSr.m.d,SUMl,12,
LSr.m.d,SNc,9,
LSr.m.d,PPN,9,
LSr.m.d,PRNr,9,
LSr.m.d,IF,9,
LSr.m.d,IPNr,9,
LSr.m.d,IPNa,9,
LSr.m.d,IPNd,9,
LSr.m.d,IPNld,9,
LSr.m.d,IPNli,9,
LSr.m.d,IPNlv,9,
LSr.m.d,IPNlr,9,
LSr.m.d,IPNi,9,
LSr.m.d,IPNc,9,
LSr.m.d,RL,9,
LSr.m.d,CLI,9,
LSr.m.d,CSm,9,
LSr.m.d,CSl,9,
LSr.m.d,DR,9,
LSr.m.d,NIc,9,
LSr.m.d,NId,9,
LSr.m.d,RPO,9,
LSr.m.d,RM,9,
LSr.m.d,RPA,9,
LSr.m.d,RO,9,
LSr.m.d,LDT,9,
LSr.m.d,SLD,9,
LSr.m.d,LC,9,
LSr.m.d,SLC,9,
LSr.m.d,MPNl,9,
LSr.m.d,MPNm,9,
LSr.m.d,MPNc,9,
LSr.m.d,AHNa,9,
LSr.m.d,AHNc,9,
LSr.m.d,AHNp,9,
LSr.m.d,AHNd,9,
LSr.m.d,PVHmpv,9,
LSr.m.d,PVHdp,9,
LSr.m.d,PVHlp,9,
LSr.m.d,PVHf,9,
LSr.m.d,VMHa,9,
LSr.m.d,VMHdm,9,
LSr.m.d,VMHc,9,
LSr.m.d,VMHvl,9,
LSr.m.d,PMv,9,
LSr.m.d,PMd,9,
LSr.m.d,MM,9,
LSr.m.d,MMme,9,
LSr.m.d,LM,9,
LSr.m.d,SNr,9,
LSr.m.d,VTA,9,
LSr.m.d,RR,9,
LSr.m.d,SCdg,9,
LSr.m.d,SCdw,9,
LSr.m.d,RN,9,
LSr.m.d,PG,9,
LSr.m.d,TRN,9,
LSr.m.d,IOda,9,
LSr.m.d,IOma,9,
LSr.m.d,IOpr,9,
LSr.m.d,LRNm,9,
LSr.m.d,LRNp,9,
LSr.m.d,LIN,9,
LSr.m.d,PMR,9,
LSr.m.d,PAS,9,
LSr.m.d,MV,9,
LSr.m.d,LAV,9,
LSr.m.d,SUV,9,
LSr.m.d,SPIV,9,
LSr.m.d,NIS,9,
LSr.m.d,PRP,9,
LSr.m.d,NR,9,
LSr.m.d,INV,9,
LSr.m.d,x,9,
LSr.m.d,y,9,
LSr.m.d,ICB,9,
LSr.m.d,MHd,9,
LSr.m.d,MHv,9,
LSr.m.d,LH,9,
LSr.m.d,PH,12,
LSr.m.d,PRC,9,
LSr.m.d,COM,9,
LSr.m.d,PAGrm,12,
LSr.m.d,PAGrl,9,
LSr.m.d,PAGm,9,
LSr.m.d,PAGd,9,
LSr.m.d,PAGdl,9,
LSr.m.d,PAGvl,9,
LSr.m.d,MAN,9,
LSr.m.d,INC,9,
LSr.m.d,ND,9,
LSr.m.d,PCG,9,
LSr.m.d,DTN,9,
LSr.m.d,LTN,9,
LSr.m.d,B,9,
LSr.m.d,SG,9,
LSr.m.d,CGS,9,
LSr.m.d,MEPO,9,
LSr.m.d,PSCH,9,
LSr.m.d,AVPV,9,
LSr.m.d,PVpo,9,
LSr.m.d,ADP,9,
LSr.m.d,AVP,9,
LSr.m.d,PD,9,
LSr.m.d,PS,9,
LSr.m.d,MPO,9,
LSr.m.d,AHA,9,
LSr.m.d,DMH,9,
LSr.m.d,PVp,9,
LSr.m.d,LPO,2,
LSr.m.d,LHAjp,1,
LSr.m.d,RCH,9,
LSr.m.d,LHAs,6,
LSr.m.d,STN,9,
LSr.m.d,ZI,12,
LSr.m.d,ZIda,9,
LSr.m.d,FF,9,
LSr.m.d,IGL,9,
LSr.m.d,LGvl,9,
LSr.m.d,LGvm,9,
LSr.m.d,OP,9,
LSr.m.d,NOT,9,
LSr.m.d,PPT,9,
LSr.m.d,NPC,9,
LSr.m.d,APN,9,
LSr.m.d,MPT,9,
LSr.m.d,VTN,9,
LSr.m.d,AT,9,
LSr.m.d,MT,9,
LSr.m.d,LT,9,
LSr.m.d,DT,9,
LSr.m.d,CUN,9,
LSr.m.d,PRNc,9,
LSr.m.d,GRN,9,
LSr.m.d,PGRNd,9,
LSr.m.d,PGRNl,9,
LSr.m.d,PPYd,9,
LSr.m.d,PPYs,9,
LSr.m.d,MARN,9,
LSr.m.d,SUT,9,
LSr.m.d,PARN,9,
LSr.m.d,MDRNd,9,
LSr.m.d,MDRNv,9,
LSr.m.d,SO,9,
LSr.m.d,SOr,9,
LSr.m.d,NC,9,
LSr.m.d,PVHam,9,
LSr.m.d,PVHmm,9,
LSr.m.d,PVHpmm,9,
LSr.m.d,PVHpml,9,
LSr.m.d,MEin,9,
LSr.m.d,INFin,9,
LSr.m.d,NL,9,
LSr.m.d,PVHap,9,
LSr.m.d,PVHmpd,9,
LSr.m.d,PVHpv,9,
LSr.m.d,PVa,9,
LSr.m.d,PVi,9,
LSr.m.d,ARH,9,
LSr.m.d,MEex,9,
LSr.m.d,INFex,9,
LSr.m.d,III,9,
LSr.m.d,IV,9,
LSr.m.d,VI,9,
LSr.m.d,ACVI,9,
LSr.m.d,Vpc,9,
LSr.m.d,VII,9,
LSr.m.d,ACVII,9,
LSr.m.d,ECO,9,
LSr.m.d,EV,9,
LSr.m.d,AMBd,9,
LSr.m.d,XI,9,
LSr.m.d,XII,9,
LSr.m.d,VH,9,
LSr.m.d,NBC,9,
LSr.m.d,ON,9,
LSr.m.d,PN,9,
LSr.m.d,EW,9,
LSr.m.d,SSN,9,
LSr.m.d,ISN,9,
LSr.m.d,DMX,9,
LSr.m.d,AMBv,9,
LSr.m.d,IMLp,9,
LSr.m.d,IMLs,9,
LSr.m.d,IMM,9,
LSr.m.d,ICS,9,
LSr.m.v.r,MOs,9,
LSr.m.v.r,ILA,6,
LSr.m.v.r,ACAd,9,
LSr.m.v.r,PL,9,
LSr.m.v.r,RSPagl,9,
LSr.m.v.r,PA,9,
LSr.m.v.r,LSv,9,
LSr.m.v.r,NIc,9,
LSr.m.v.r,NId,9,
LSr.m.v.r,PMd,9,
LSr.m.v.r,PH,9,
LSr.m.v.r,PRC,9,
LSr.m.v.r,LHAjp,2,
LSr.m.v.r,LHAs,6,
LSr.m.v.c,MOs,9,
LSr.m.v.c,ILA,9,
LSr.m.v.c,ACAd,9,
LSr.m.v.c,PL,9,
LSr.m.v.c,RSPagl,9,
LSr.m.v.c,PA,9,
LSr.m.v.c,LSv,9,
LSr.m.v.c,NIc,9,
LSr.m.v.c,NId,9,
LSr.m.v.c,PMd,9,
LSr.m.v.c,PH,9,
LSr.m.v.c,PRC,9,
LSr.m.v.c,LHAjp,4,
LSr.m.v.c,LHAs,6,
LSr.vl.d.m,MOs,9,
LSr.vl.d.m,ILA,9,
LSr.vl.d.m,ACAd,9,
LSr.vl.d.m,PL,4,
LSr.vl.d.m,RSPagl,9,
LSr.vl.d.m,PA,9,
LSr.vl.d.m,LSv,9,
LSr.vl.d.m,NIc,9,
LSr.vl.d.m,NId,9,
LSr.vl.d.m,PMd,4,
LSr.vl.d.m,PH,9,
LSr.vl.d.m,PRC,2,
LSr.vl.d.m,LHAjp,1,
LSr.vl.d.m,LHAs,6,
LSr.vl.d.l,MOs,9,
LSr.vl.d.l,ILA,5,
LSr.vl.d.l,ACAd,9,
LSr.vl.d.l,PL,4,
LSr.vl.d.l,RSPagl,9,
LSr.vl.d.l,PA,9,
LSr.vl.d.l,LSv,9,
LSr.vl.d.l,NIc,9,
LSr.vl.d.l,NId,9,
LSr.vl.d.l,PMd,2,
LSr.vl.d.l,PH,12,
LSr.vl.d.l,PRC,2,
LSr.vl.d.l,LHAjp,1,
LSr.vl.d.l,LHAs,6,
LSr.vl.v,MOs,9,
LSr.vl.v,ILA,9,
LSr.vl.v,ACAd,9,
LSr.vl.v,PL,9,
LSr.vl.v,RSPagl,9,
LSr.vl.v,PA,9,
LSr.vl.v,LSv,9,
LSr.vl.v,NIc,9,
LSr.vl.v,NId,9,
LSr.vl.v,PMd,9,
LSr.vl.v,PH,9,
LSr.vl.v,PRC,9,
LSr.vl.v,LHAjp,4,
LSr.vl.v,LHAs,6,
LSr.dl.m.d,MOs,9,
LSr.dl.m.d,ILA,9,
LSr.dl.m.d,ACAd,9,
LSr.dl.m.d,PL,9,
LSr.dl.m.d,RSPagl,9,
LSr.dl.m.d,PA,9,
LSr.dl.m.d,LSv,9,
LSr.dl.m.d,NIc,9,
LSr.dl.m.d,NId,9,
LSr.dl.m.d,PMd,9,
LSr.dl.m.d,PH,9,
LSr.dl.m.d,PRC,9,
LSr.dl.m.d,LHAjp,1,
LSr.dl.m.d,LHAs,6,
LSr.dl.m.v,MOs,9,
LSr.dl.m.v,ILA,9,
LSr.dl.m.v,ACAd,9,
LSr.dl.m.v,PL,9,
LSr.dl.m.v,RSPagl,9,
LSr.dl.m.v,PA,9,
LSr.dl.m.v,LSv,9,
LSr.dl.m.v,NIc,9,
LSr.dl.m.v,NId,9,
LSr.dl.m.v,PMd,9,
LSr.dl.m.v,PH,9,
LSr.dl.m.v,PRC,9,
LSr.dl.m.v,LHAjp,4,
LSr.dl.m.v,LHAs,6,
LSr.dl.l.d,MOs,9,
LSr.dl.l.d,ILA,9,
LSr.dl.l.d,ACAd,9,
LSr.dl.l.d,PL,9,
LSr.dl.l.d,RSPagl,9,
LSr.dl.l.d,PA,9,
LSr.dl.l.d,LSv,9,
LSr.dl.l.d,NIc,9,
LSr.dl.l.d,NId,9,
LSr.dl.l.d,PMd,9,
LSr.dl.l.d,PH,12,
LSr.dl.l.d,PRC,9,
LSr.dl.l.d,LHAjp,2,
LSr.dl.l.d,LHAs,4,
LSr.dl.l.v,MOs,9,
LSr.dl.l.v,ILA,9,
LSr.dl.l.v,ACAd,9,
LSr.dl.l.v,PL,9,
LSr.dl.l.v,RSPagl,9,
LSr.dl.l.v,PA,9,
LSr.dl.l.v,LSv,9,
LSr.dl.l.v,NIc,9,
LSr.dl.l.v,NId,9,
LSr.dl.l.v,PMd,9,
LSr.dl.l.v,PH,9,
LSr.dl.l.v,PRC,9,
LSr.dl.l.v,LHAjp,6,
LSr.dl.l.v,LHAs,9,
LSv,MOp,9,
LSv,MOs,9,
LSv,SSp,9,
LSv,SSs,9,
LSv,VISC,9,
LSv,ILA,9,
LSv,GU,9,
LSv,MOB,9,
LSv,AOB,9,
LSv,AON,9,
LSv,TTd,9,
LSv,TTv,9,
LSv,PIR,9,
LSv,TR,9,
LSv,PAA,9,
LSv,NLOT,9,
LSv,COAa,9,
LSv,COApl,9,
LSv,COApm,9,
LSv,AUDp,9,
LSv,AUDd,9,
LSv,AUDv,9,
LSv,VISlla,9,
LSv,VISal,9,
LSv,VISam,9,
LSv,VISli,9,
LSv,VISll,9,
LSv,VISlm,9,
LSv,VISpl,9,
LSv,VISp,9,
LSv,VISrl,9,
LSv,ACAd,9,
LSv,ACAv,9,
LSv,PL,9,
LSv,ORBl,9,
LSv,ORBm,9,
LSv,ORBv,9,
LSv,ORBvl,9,
LSv,AId,9,
LSv,AIv,9,
LSv,AIp,9,
LSv,RSPd,9,
LSv,RSPagl,9,
LSv,RSPv,9,
LSv,PTLp,9,
LSv,TEa,9,
LSv,ECT,9,
LSv,PERI,9,
LSv,ENTl,9,
LSv,ENTm,9,
LSv,ENTmv,9,
LSv,PRE,9,
LSv,POST,9,
LSv,PAR,9,
LSv,SUBd,9,
LSv,SUBv,6,
LSv,CA1,6,
LSv,CA2,9,
LSv,CA3,6,
LSv,DG,9,
LSv,IG,9,
LSv,FC,9,
LSv,CLA,9,
LSv,EPd,9,
LSv,EPv,9,
LSv,LA,9,
LSv,BLAa,9,
LSv,BLAp,9,
LSv,BMAa,9,
LSv,BMAp,9,
LSv,PA,6,
LSv,CP,9,
LSv,ACB,9,
LSv,FS,9,
LSv,OT1,9,
LSv,OT2,9,
LSv,OT3,9,
LSv,isl,9,
LSv,islm,9,
LSv,LSc.d.r,9,
LSv,LSc.d.d,9,
LSv,LSc.d.l,9,
LSv,LSc.d.v,9,
LSv,LSc.v.m.d,9,
LSv,LSc.v.m.v,9,
LSv,LSc.v.i,9,
LSv,LSc.v.l.d,9,
LSv,LSc.v.l.v,9,
LSv,LSr.m.d,9,
LSv,LSr.m.v.r,9,
LSv,LSr.m.v.c,9,
LSv,LSr.vl.d.m,9,
LSv,LSr.vl.d.l,9,
LSv,LSr.vl.v,12,
LSv,LSr.dl.m.d,9,
LSv,LSr.dl.m.v,9,
LSv,LSr.dl.l.d,9,
LSv,LSr.dl.l.v,9,
LSv,SF,9,
LSv,SH,9,
LSv,AAA,9,
LSv,CEAm,9,
LSv,CEAl,9,
LSv,CEAc,9,
LSv,MEAad,9,
LSv,MEAav,9,
LSv,MEApd-a,9,
LSv,MEApd-b,9,
LSv,MEApd-c,9,
LSv,MEApv,9,
LSv,BA,9,
LSv,IA,9,
LSv,SI,9,
LSv,MA,9,
LSv,MS,9,
LSv,NDB,9,
LSv,TRS,9,
LSv,BSTal,9,
LSv,BSTam,6,
LSv,BSTov,9,
LSv,BSTju,9,
LSv,BSTrh,9,
LSv,BSTdm,9,
LSv,BSTfu,9,
LSv,BSTv,9,
LSv,BSTmg,9,
LSv,BSTpr,6,
LSv,BSTif,9,
LSv,BSTtr,9,
LSv,BSTpm,9,
LSv,BSTd,9,
LSv,BSTse,9,
LSv,BSTsz,9,
LSv,BAC,9,
LSv,BSM,9,
LSv,LING,9,
LSv,CENT2,9,
LSv,CENT3,9,
LSv,CUL4,9,
LSv,CUL5,9,
LSv,DEC,9,
LSv,FOTU,9,
LSv,PYR,9,
LSv,UVU,9,
LSv,NOD,9,
LSv,SIM,9,
LSv,AN,9,
LSv,PRM,9,
LSv,COPY,9,
LSv,PFL,9,
LSv,FL,9,
LSv,FN,9,
LSv,IPp,9,
LSv,DNp,9,
LSv,VAL,9,
LSv,VM,9,
LSv,VPL,9,
LSv,VPLpc,9,
LSv,VPM,9,
LSv,VPMpc,9,
LSv,SPFm,9,
LSv,PP,9,
LSv,MGd,9,
LSv,MGv,9,
LSv,MGm,9,
LSv,LGd,9,
LSv,LP,9,
LSv,PO,9,
LSv,SGN,9,
LSv,POL,9,
LSv,AV,9,
LSv,AMd,9,
LSv,AMv,9,
LSv,AD,2,
LSv,IAD,9,
LSv,LD,9,
LSv,MDm,9,
LSv,MDc,9,
LSv,MDl,9,
LSv,IMD,9,
LSv,SMT,9,
LSv,PR,9,
LSv,PVT,12,
LSv,PT,12,
LSv,REa,9,
LSv,RECc,9,
LSv,RECd,9,
LSv,RECm,9,
LSv,RH,9,
LSv,CM,9,
LSv,CL,9,
LSv,PF,9,
LSv,RT,9,
LSv,SCzo,9,
LSv,SCsg,9,
LSv,SCop,9,
LSv,PBG,9,
LSv,MEV,9,
LSv,PSV,9,
LSv,SPVOvl,9,
LSv,SPVOrdm,9,
LSv,SPVOmdmd,9,
LSv,SPVOcdm,9,
LSv,SPVI,9,
LSv,SPVC,9,
LSv,PAT,9,
LSv,GR,9,
LSv,GRm,9,
LSv,CU,9,
LSv,z,9,
LSv,ECU,9,
LSv,MZ,9,
LSv,SGE,9,
LSv,NP,9,
LSv,RS,9,
LSv,BN,9,
LSv,LCN,9,
LSv,LSN,9,
LSv,IH,9,
LSv,CEC,9,
LSv,DSN,9,
LSv,DSNc,9,
LSv,DCO,9,
LSv,VCOa,9,
LSv,VCOp,9,
LSv,CNspg,9,
LSv,IAN,9,
LSv,NTB,9,
LSv,SOCm,9,
LSv,SOCl,9,
LSv,POR,9,
LSv,ICe,9,
LSv,ICd,9,
LSv,ICc,9,
LSv,NB,9,
LSv,SAG,9,
LSv,NTSm,9,
LSv,NTSce,9,
LSv,NTSco,9,
LSv,NTSge,9,
LSv,NTSl,9,
LSv,PBlc,9,
LSv,PBld,9,
LSv,PBle,9,
LSv,PBlex,9,
LSv,PBli,9,
LSv,PBls,9,
LSv,PBlv,9,
LSv,KF,9,
LSv,PBmm,9,
LSv,PBme,9,
LSv,PBmv,9,
LSv,OV,9,
LSv,SFO,9,
LSv,AP,9,
LSv,SCHd,9,
LSv,SCHv,9,
LSv,SBPV,12,
LSv,TMd,9,
LSv,TMv,9,
LSv,SUMm,12,
LSv,SUMl,9,
LSv,SNc,9,
LSv,PPN,9,
LSv,PRNr,9,
LSv,IF,9,
LSv,IPNr,9,
LSv,IPNa,9,
LSv,IPNd,9,
LSv,IPNld,9,
LSv,IPNli,9,
LSv,IPNlv,9,
LSv,IPNlr,9,
LSv,IPNi,9,
LSv,IPNc,9,
LSv,RL,9,
LSv,CLI,9,
LSv,CSm,9,
LSv,CSl,9,
LSv,DR,9,
LSv,NIc,9,
LSv,NId,9,
LSv,RPO,9,
